product_name,Price,rating,category
"Kellogg's Oats, Rolled Oats, High in Protein and Fibre, Low in Sodium, 900gram/990gram Pack",114.03,4.3,grocery
Nutraj California Almonds kernels (Badam Giri) 1kg Pouch - Raw | Dry Fruits and Nuts | Grocery | Unpolished & No Chemical Added | Crunchy,619.51,3.8,grocery
Grocery Farm Roasted Pumpkin Seeds 200gm | Kaddu Ke Beenj | Rich in Fiber & Nutrients | Support Heart Health & Immunity | Tasty and Nutritious Snacking,236.52,0.0,grocery
Dettol Liquid Handwash Refill - Original Hand Wash- 1500ml | Germ Defence Formula | 10x Better Germ Protection,342.71,4.5,grocery
Amazon Brand - Vedaka Raw Flaxseeds - 500g | Rich in Antioxidants | Hygienically Packed,995.49,4.4,grocery
Happilo Premium California Roasted & Salted Pistachios 200 g | Pista Dry Fruit | Tasty & Healthy | High in Protein & Dietary Fiber | Gluten Free & Low Calorie Nuts,1912.43,4.2,grocery
"Amazon Brand - Vedaka Cardamom (Elaichi) Whole, 50 g, Small",779.97,4.2,grocery
"Tata Sampann Kali Masoor, 1kg",382.17,4.5,grocery
Amazon Brand - Vedaka Popular Unpolished Yellow Moong Dal |Naturally Rich in Protein | Naturally Cholesterol free | 1 kg,750.17,4.3,grocery
Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 1Kg with 300g Free,1741.51,4.3,grocery
"Vedaka Compounded Hing, 100g",1337.81,4.0,grocery
"Colgate Strong Teeth Toothpaste, 500g, IndiaÃ¢â‚¬â„¢s No: 1 Toothpaste Brand, Calcium-boost Tooth Paste for 2X Stronger Teeth, Whitens Teeth, Fresh Breath & Prevents Cavities (Combo Pack Offer)",603.17,4.4,grocery
"Kissan Mixed Fruit Jam , With Real Fruit Ingredients, 200 g",1533.68,4.4,grocery
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,1920.68,4.2,grocery
"Tata Sampann Garam Masala Powder with Natural Oils, 100g, Crafted by Chef Sanjeev Kapoor, With ChefÃ¢â‚¬â„¢s Exclusive Tip, Rich Aroma & Flavour",603.35,4.3,grocery
"Tata Sampann Unpolished Rajma, 500g",1997.17,4.4,grocery
"Del Monte Tomato Ketchup Classic Blend Spout Pack, 500g",1561.59,4.3,grocery
"Oreo Cadbury Vanilla Flavour Cr?Me Sandwich Biscuit, 288.75 Gram (Pack Of 2)",353.95,4.2,grocery
"Aashirvaad Svasti Organic Cow Ghee, 500 ml| Sourced from healthy cows| Comes with authenticity proof| Slowly cooked for 3.5 hrs| Rich, nostalgic aroma",1152.41,4.3,grocery
"Catch Turmeric Powder, 500g, Natural",1854.2,4.4,grocery
"Tata Sampann Coriander Powder With Natural Oils, 200g, Dhania Powder",1881.69,4.5,grocery
Amazon Brand - Vedaka Premium Unpolished Toor Dal | Naturally Rich Source of Protein | Naturally Cholesterol free | 1 kg,733.04,4.3,grocery
"Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG",1824.32,4.2,grocery
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,1369.1,4.1,grocery
DeHaat Honest Farms Pesticide Free Unpolished Green Moong 1 KG,1444.31,4.3,grocery
"Amazon Brand - Presto! Disinfectant Toilet Cleaner, Original- 4 Ltr (1Ltr X 4)|Kills 99.9% Germs |Removes Toughest Stains | Provides Long Lasting freshness",1684.65,4.2,grocery
Pushp Brand Asafoetida Hing Jar 20g (Pack of 10) - Strongest Compounded Pure Hing Powder,1031.8,4.2,grocery
Pushp Brand Fine Red Chili Powder Patna Quality (200g) (Pack of 1),1642.29,4.1,grocery
Pushp Brand Kashmiri Red Chilli Powder (200gm) (Pack of 1),322.61,4.1,grocery
"Daawat Biryani Basmati Rice, 5 Kg| World s Longest Rice Grain expands 24mm* | Tasty, Non-sticky & Rich Aroma |Naturally Aged",1718.58,4.3,grocery
Nutraj UAE Arabian Dates (Khajur) 1kg (500g x 2) Pouch Dried | Dry fruits grocery | Whole Dates,1689.6,3.5,grocery
NRIP Anjeer Afghani (Dried Figs) 200 Gm,1321.45,4.1,grocery
"Del Monte Tomato Ketchup - Classic Blend, 900g",1919.59,4.3,grocery
"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",1330.95,4.4,grocery
"Surf Excel Matic Front Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack",1272.28,4.5,grocery
Nature Prime 100% Natural Premium Mix Dry Fruits 500Gm with Almonds | Cashew | Kishmish | Apricot | Black Raisins | Dried Kiwi | Nuts and Dry Fruits 500Gm (Jar pack),949.62,3.6,grocery
"Comfort Morning Fresh Fabric Conditioner 860 mL | After Wash Liquid Fabric Softener | Softness, Shine & Long Lasting Freshness",1468.53,4.5,grocery
"Fortune Sunlite Refined Sunflower Oil, 1L",227.05,4.4,grocery
Amazon Brand - Vedaka Raw Peanuts | Pink | 1kg | Premium Moongfali,645.07,4.2,grocery
Nutrela SOYA Chunks 1 kg,1075.51,4.4,grocery
"Surf Excel Matic Top Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack (Package may differ)",125.13,4.5,grocery
Tide Plus Double Power Detergent Washing Powder Jasmine & Rose 6kg + 2kg FREE,887.77,4.4,grocery
"Sunfeast Dark Fantasy Yumfills, 242g/253g, Rich Chocolate Pie Cake",1104.09,4.3,grocery
"Amazon Brand - Vedaka Cumin (Safed Zeera) whole, 200 g",1820.42,4.4,grocery
"Nuts About You RAISIN, 500 g | 100% Natural | Premium| Kishmish | Saugi",1372.18,4.1,grocery
"Tata Sampann Unpolished Toor Dal/Arhar Dal, 1kg",367.95,4.5,grocery
Himalaya Quista Kidz 200g (Chocolate Flavor),688.45,4.2,grocery
DeHaat Honest Farms Pesticide Free Unpolished Toor Dal (Arhar Dal) 1 KG,1793.81,4.3,grocery
DeHaat Honest Farms Pesticide Free Unpolished Kabuli Chana 1 KG,1898.37,4.2,grocery
Dabur Chyawanprakash Sugarfree - 900g | Clinically Tested Safe for Diabetics | With 40+ Ayurvedic Herbs | Boosts Immunity | Helps Build Strength & Stamina | Builds Overall Health,1270.54,4.4,grocery
Vim Antismell Dishwash Bar with Pudina|| 190g (Buy 4 Get 1 Free),729.12,4.4,grocery
"Vim Dishwash Liquid Gel Lemon Refill Pouch, 2 Ltr | Dishwash Gel Infused With The Power Of Lemons | Leaves No Residue",193.33,4.5,grocery
India Gate Basmati Rice Everyday 5 kg,817.41,3.8,grocery
"Tata Sampann Unpolished Kala Chana, 1kg",1992.76,4.4,grocery
"Tata Sampann Unpolished Moong Dal (Split), 1Kg",1329.45,4.5,grocery
"Nuts About You Premium ALMONDS, 200 g | New Crop | Premium | 100% Natural | Badam | Fresh & Crisp |",291.72,4.1,grocery
NutriOrganics Dry Fruits Premium Seedless Kishmish |Green Raisins Kismis |1kg pack,311.93,3.9,grocery
"NIVEA Soft Light Moisturizer, 300 ml, for Face, Hand & Body, Non-Greasy Cream with Vitamin E & Jojoba Oil for Instant Hydration",501.33,4.4,grocery
"Tata Sampann, High in Fibre Poha(Thick), 500g",1161.88,4.4,grocery
"Unibic Cookies, Assorted Cookies, 75 G(Pack Of 10)|Biscuits Combo Pack|Choco Chip|Butter Cookies|Fruit&Nut Cookies||Honey Oatmeal I Cashew Cookies I Jeera Cookies I Digestive Cookies I750 Gram",1073.11,4.2,grocery
"Tata Sampann Unpolished Kabuli Chana (Big Size), 500g",1407.36,4.5,grocery
Wonderland Foods Premium Raw California Almonds 1Kg Pouch Pack | Badam Giri | Nutritious & Delicious High in Fiber & Boost Immunity | Dry Fruits Real Nuts | Gluten Free,368.96,3.6,grocery
"Tata Sampann Pure California Almonds Whole, 500g, Real Nuts, High in Fiber, Badam Giri, Rich in Protein, Magnesium, Phosphorus and Dietary Fibre, Nuts & Dry Fruits",535.01,4.3,grocery
"Sunfeast Marie Light Active, Marie Biscuits with Iron and 6 Vitamins, Tea-Time Biscuits Family Pack, 1KG",1318.7,4.3,grocery
"Vim Dishwash Bar Lemon, Removes Stain And Grease With Power Of Lemon, 300 g",1428.77,4.4,grocery
"Tata Sampann 100% Chana Dal Fine Besan, Gram Flour, 1 Kg",157.18,4.5,grocery
Kellogg's Muesli Fruit Nut & Seeds 750G | 12-In-1 Power Breakfast | India'S No. 1 Muesli | Multigrain Breakfast Cereal,1829.8,4.4,grocery
"Tata Sampann Chana Dal, 1kg",1165.74,4.5,grocery
"MYFITNESS Chocolate Peanut Butter Smooth 1250gm | 22g Protein | Tasty & Healthy Nut Butter Spread |Vegan| Dark Chocolate | Cholesterol Free, Gluten Free| Smooth Peanut Butter | Zero Trans Fat",1278.49,4.5,grocery
"Fortune Premium Kachi Ghani Pure Mustard Oil, 1 ltr pouch",929.61,4.4,grocery
Dettol Liquid Handwash Refill Ã¢â‚¬â€œ Skincare Hand Wash- 1500ml | pH Balanced | 10x Better Germ Protection,1844.33,4.5,grocery
"Saffola Honey Active, Made with Sundarban Forest Honey, 100% Pure Honey, No sugar adulteration, 1Kg",1013.58,4.1,grocery
"Tata Sampann Turmeric Powder With Natural Oils, 200g, Haldi Powder",1785.59,4.5,grocery
Amazon Brand - Solimo Fresh Dates 500 Gram | Khajur Dry Fruit | Natural Sweetener | No Preservatives Or Additives,550.59,3.9,grocery
"Jivo Cold Pressed Chemical Free Sunflower Oil 5 Litre |For Roasting, Frying, Baking All type of Cuisines|",1979.77,4.2,grocery
NRIP Walnut Kernels California (Akhrot Giri) [Grade - 2 Pieces] 200 Gm,1029.9,4.3,grocery
"Kissan Mixed Fruit Jam, 100g Tub",1320.54,4.4,grocery
Happilo 100% Natural Premium California Almonds 200 g Dried | Badam Giri | High in Fiber & Boost Immunity | Real Nuts | Gluten Free & Zero Cholesterol,794.6,4.2,grocery
"Sunfeast Dark Fantasy Choco Fills, 275g, Original Filled Cookies with Choco CrÃƒÂ¨me",1006.9,4.5,grocery
"Quaker Oats 1kg, Rolled Oats Natural Wholegrain, Nutritious Breakfast Cereals, Dalia Porridge, Easy to Cook",1195.27,4.4,grocery
"Colgate MaxFresh Toothpaste, Red Gel Tooth Paste with Menthol for Super Fresh Breath, 300g, 150g X 2 (Spicy Fresh) (Combo Pack Offer)",1417.67,4.4,grocery
Amazon Brand - Vedaka Fennel (Saunf) whole | No added colours | No added preservatives | 200 g,1358.1,4.3,grocery
Amazon Brand - Vedaka Cumin (Safed Zeera) whole | Natural Spice | No added colours | No added preservatives | 500 g,698.43,4.4,grocery
"Cadbury Bournvita Chocolate Nutrition Drink, 2 kg",1167.32,4.4,grocery
"Amazon Brand - Presto! Disinfectant Surface & Floor Cleaner, (Floral) - 2 Ltr | Kills 99.9% Germs | Suitable for Bathroom & Floor surfaces like ceramic, marble, granite, mosaic etc.",1438.86,4.2,grocery
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,1848.55,4.2,grocery
DeHaat Honest Farms Pesticide Free Unpolished Rajma (Chitra) 500 GM,1166.78,4.3,grocery
DeHaat Honest Farms Pesticide Free Unpolished Rajma (Kashmiri) 1 KG,1162.65,3.9,grocery
DeHaat Honest Farms Pesticide Free Unpolished Moong Dal 1 KG,669.86,4.2,grocery
DeHaat Honest Farms Pesticide Free Unpolished Urad Whole 1 KG,1825.7,4.3,grocery
"Aashirvaad Salt,with 4-Step advantage, 1kg",202.31,4.4,grocery
"Oreo Cadbury Vanilla Flavour Cr?Me Sandwich Biscuit, 288.75 Gram (Pack Of 2)",883.59,4.2,grocery
Amazon Brand - Vedaka Premium Unpolished Toor Dal | Naturally Rich Source of Protein | Naturally Cholesterol free | 1 kg,613.88,4.3,grocery
Nutraj Black Raisins (Kali Kishmish) 400 Gram (200G X 2) | Kali Kishmish | Dry Fruits | Pack Of 2,1654.92,3.8,grocery
"Tata Sampann Pure Raisins Seedless, Kishmish, 200g, Source Of Potassium, Premium Dry Fruits, Green Raisins",217.6,4.4,grocery
"Surf Excel Matic Front Load Liquid Detergent 2 L Refill Pouch, For Removing Tough Stains, Surf Excel Liquid Detergent - Front Load Washing Machines",107.38,4.5,grocery
Daawat Rozana Super Basmati Rice 5Kg| For Everyday Consumption| Cooked Grain Upto 13mm*| Naturally Aged,732.04,4.0,grocery
"Bikaji Sub Kuch Navratan Mixture | Farsan | Chivda | Authentic Indian Namkeen | Made in Bikaner | Traditional recipe | Mix of Namkeen, Peanuts & Potato Sticks | Best Indian Tea Snack | 1Kg Pack",462.04,4.0,grocery
Happilo 100% Natural Premium Whole Cashews 500 g Value Pack | Whole Crunchy Cashew | Premium Kaju nuts | Nutritious & Delicious | Gluten Free & Plant based Protein,1139.83,4.3,grocery
MTR Rava Idli Mix - Breakfast Mix | Quick Breakfast | Instant Ready to Cook Mix | Ready-To-Make South Indian Breakfast | 1kg,1977.43,4.5,grocery
"Parry's White Label Sugar, 1kg",1968.12,4.3,grocery
"Amazon Brand - Presto! Disinfectant Toilet Cleaner, Rose - 1 L (Pack Of 2)|Kills 99.9% Germs",1288.0,4.1,grocery
Grocery Farm's Indian Cashew Whole 200gm | 100% Natural Kaju | Rich in Fiber| No Added Preservatives| Healthy Crunchy Snacking,566.25,4.2,grocery
"DiSano Oats, 1kg, Natural Wholegrain, High in Protien and Fibre, Rolled Oats",279.64,4.2,grocery
Veeba Tomato Ketchup ChefÃ¢â‚¬â„¢s Special (900g) | Super Saver Offer Pack | Non-GMO | Quality Tomato Ketchup,745.04,4.2,grocery
LEEVE DRY FRUITS Fresh Fruit Afghani Anjeer | Ultra | Dried Fig | Anjira Dryfruit | 800 gram Dry Fig Fruit Pack | Anjeer Fresh | Dried Figs Anjeer,656.82,4.6,grocery
Pushp Brand Panipuri Masala Pouch (500g pack) (Pack of - 1),553.87,3.9,grocery
"PUSHP BRAND Achar Masala Pouch (Pack Of 1, 200Gm Pack), Lemon",996.36,4.3,grocery
"Twinings Chamomile Tea, 25 Teabags, Herbal Infusion Tea, Subtle and Flowery, Light and Gentle Taste, Good Sleep, Stress Relief, Relax - 0.03 Kg",1166.0,4.3,grocery
DeHaat Honest Farms Pesticide Free Unpolished Urad Kali 1 KG,1179.22,4.2,grocery
"Del Monte Dried Premium Pitted California Prunes Health Snack, 340g",418.14,4.3,grocery
Closeup Toothpaste | Long lasting 18 Hours Of Fresh Breath & White Teeth - 300g (Pack of 2),1660.11,4.4,grocery
"Fortune Chakki Fresh Atta, 10 kg, 100% Atta 0% Maida",1756.51,4.3,grocery
"Cadbury Bournvita Chocolate Nutrition Drink, 1 kg Pouch",1035.04,4.4,grocery
Sri Sri Tattva Cow Ghee - 1 Litre (Pack of 1) - Pure Cow Ghee for Better Digestion and Immunity,1289.84,4.2,grocery
Amazon Brand - Vedaka Raisins - 500g | Dried Grapes | Kishmish,1036.82,4.2,grocery
Daawat Rozana Super Basmati Rice 1Kg| For Everyday Consumption| Cooked Grain Upto 13mm*| Naturally Aged,931.87,4.0,grocery
"Britannia Nutri Choice Digestive, 1Kg",1138.72,4.4,grocery
"ALPINO High Protein Super Rolled Oats Chocolate 1kg - Rolled Oats, Natural Peanut Butter & Cocoa Powder Ã¢â‚¬â€œ Protein, No Added Sugar & Salt, Gluten Free Ã¢â‚¬â€œ As Seen on Shark Tank India",1756.14,4.4,grocery
"Nuts About You Premium ALMONDS, 500 g | New Crop | Premium | 100% Natural | Badam | Fresh & Crisp |",1645.98,4.0,grocery
"Sunfeast YiPPee! Magic Masala, Long, Non-Sticky Instant Noodles | With Real Vegetables, 12 x 70 g",1673.82,4.3,grocery
"Dabur Honey Squeezy Pack 800g (400gx2, Pack of 2) | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration",1974.97,4.3,grocery
Amazon Brand - Vedaka Cane Jaggery Powder | Premium-Quality| No added Preservatives | No Added Sugar | Natural Sweetener | 1 kg Jar,1060.99,4.2,grocery
"Brooke Bond 3 Roses Dust Tea, 500g Carton",1815.85,4.4,grocery
"Dettol Original Germ Protection Bathing Soap Bar (Buy 4 Get 1 Free - 75G Each), Combo Offer On Bath Soap",1858.07,4.4,grocery
"Dettol Antiseptic Liquid for First Aid , Surface Disinfection and Personal Hygiene , 1 Litre",1471.61,4.6,grocery
Unibic Fruit & Nut Cookies-500g,1229.36,4.2,grocery
Sri Sri Tattva Organic Brown Sugar - 1kg (Pack of 1) - Natural & Refined Cane Sugar - Prime Quality - Rich in Minerals,624.31,4.0,grocery
"LDF Daily Needs Dry Fruits Combo Pack 1Kg | American Almonds, California Walnuts, Afghani Anjeer, Bold Cashews, Dried Apricot (200g Each)",826.17,3.4,grocery
"DiSano Pastalicious 100% Durum Wheat Penne Pasta, 1kg",232.96,4.2,grocery
LION DATES Kimia Dates 1Kg Pack (500G + 500G) - Soft Mazafati Dates From Iran - Khajoor Or Khajur Dried Fruits,313.4,3.9,grocery
"Sunfeast Farmlite 5 Grain Digestive Biscuit, High Fibre Biscuit, Goodness of 5 Grains, 800 g Pack",1711.45,4.2,grocery
"CEREGROW Kids Cereal with Multigrain, Milk & Fruits | Rich in Iron, Calcium & Protein | NO Added Colours & Flavours | 17 Nutrients | 300g , Bag-In-Box Pack.",1404.16,4.4,grocery
Tata Tea Agni | Strong chai With 10% Extra Strong Leaves | Black Tea | 1 kg,1837.22,4.1,grocery
"MAGGI 2-minute Instant Noodles, Masala Noodles with Goodness of Iron, Made with Choicest Quality Spices, Favourite Masala Taste, 420g Packet",868.99,4.4,grocery
"Kellogg's Chocos Fills 250g | Double Chocolaty, Anytime Snack | 3 Grains: Oats, Wheat & Rice, Protein Rich, 0% Maida",1778.59,4.4,grocery
"Tata Sampann Unpolished Urad Dal (Split), 1kg",1136.75,4.5,grocery
"Amazon Brand - Presto! Matic Top Load Detergent Liquid, Mega Saver Pack - 5 Ltr | Gentle on Clothes | Refreshing Fragrance | Bleach-free and phosphate-free Formulation",1361.95,4.2,grocery
Amazon Brand - Vedaka Cumin (Safed Zeera) whole | Natural Spice | No added colours | No added preservatives | 500 g,827.42,4.4,grocery
"Catch Cumin Whole | Jeera Whole, 200g",1452.8,4.4,grocery
"Pintola All Natural Peanut Butter Crunchy 1kg | Unsweetened | 30g Protein | Vegan Peanut Butter, 100% Pure Roasted Peanuts | Non Gmo | High in Protein Spread, Gluten & Cholesterol Free, Nut Butter",991.79,4.2,grocery
Amazon Brand - Vedaka Raisins - 1kg | Dried Grapes | Kishmish,420.08,4.2,grocery
"Cadbury Chocobakes ChocLayered Cakes, 228 g (Pack of 2)",867.52,4.3,grocery
Wellaya Healthy Organic Combo of Organic Flax Seeds and Chia Seeds Mix Superfoods for Eating Rich in Antioxidants Vitamins & Minerals (Chia Seeds - 275g + Flax seed 250g),368.28,0.0,grocery
HERBS INDiA Pushkar Ka Gulkand- Cashew and Added DryFruits | Homemade-Pack of 1(500gm),721.26,0.0,grocery
"Twinings Green Tea Pomegranate, 25 Teabags, Green Tea, Deep Pink Fruit with The Freshness of Green Tea",987.77,4.4,grocery
Nutraj Diwali Dry Fruits Gift Potli (400g) | 7 Items Combo Pack- Greeting Card + 2 Wax Candle + California Almond 100g + Cashew 100g + Raisin 100g & Walnut 100g | Snacks Gifting Assorted Gift Hamper,336.68,4.0,grocery
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,1928.49,4.1,grocery
Nutraj Diwali Dry Fruits Gift Potli (500.5g) | 5 Items Combo Pack - Greeting Card + 2 Wax Candle + California Almond 100g + Cashews 100g + Raisin 100g & Saffron 0.5g | Snacks Gifting Assorted Gift Hamper,198.32,0.0,grocery
Nutraj Diwali Dry Fruits Gift Potli (250.5g) | 5 Items Combo Pack - Greeting Card + 2 Wax Candle + California Almond 250g & Saffron 0.5g | Snacks Gifting Assorted Gift Hamper,1328.72,0.0,grocery
"Fresh Produce More Sugar Loose, 1kg",231.08,4.2,grocery
"Tang Vitamin-C Enriched Instant Drink Mix, Orange, 500 g",1204.93,4.3,grocery
"Mr. Gold Refined Sunflower Oil Can, 5 L",1472.03,4.2,grocery
Tata Tea Gold Premium Assam Teas With Gently Rolled Aromatic Long Loose Leaves Rich & Aromatic Chai Black Tea 1 Kg,857.52,4.4,grocery
"Slurrp Farm No Maida Hakka Noodles, Not Fried, No MSG, Classic Millet and Mild Millet Noodles Combo, Pack of 2, 192g Each",1412.76,4.1,grocery
New KelloggÃ¢â‚¬â„¢s HERSHEYÃ¢â‚¬â„¢S Chocos 325g with Power of 5+ | Protein & Fibre of 1 Roti* | High in Calcium & Iron | Immuno Nutrients** | Essential Vitamins| Chocolatey Breakfast Cereal for Kids,1206.84,4.5,grocery
Tata Tea Chakra Gold Dust Tea | Strong Tea With Long Lasting Taste |Black Tea | 500 Grams,843.22,4.3,grocery
"ALPINO Natural Peanut Butter Crunch 1kg - 100% Roasted Peanuts - 30g Protein, No Added Sugar & Salt, non-GMO, Gluten Free, Vegan Ã¢â‚¬â€œ Plant Based, Unsweetened Peanut Butter Crunchy",683.05,4.3,grocery
True Elements Rolled Oats 1.2 kg - Diet Food | 100% Wholegrain Oats | Oats for Weight Management | High Fibre Breakfast | Rich in Protein | Jumbo Oats,1119.22,4.4,grocery
Vim Bar - 200gm X 4 | New Superfast Vim Dishwash Bar - Removes burnt & stickiest grease with the power of 100 lemons,514.26,4.4,grocery
"Uttam Sugar Sulphurless Sugar, 1kg",843.76,4.4,grocery
Catch Clove Whole - 50 g,944.11,4.7,grocery
"Fortune 100% Chana Dal Besan,1 kg",300.21,4.4,grocery
"Little Joys Tomato Sauce For Kids | No Refined Sugar, No Added Preservatives, No Chemicals | 100% Vegetarian | Tomato Ketchup With Jaggery | Pack of 2 x 220gm",218.02,4.1,grocery
"Manna Millets 2.5Kg Combo Pack of 5, Unpolished Millets, Siridhanya, Certified Low GI, Little 500g, Kodo 500g, Foxtail 500g,Barnyard 500g,Proso 500g, Natural Grains 500g",1603.76,4.3,grocery
"Kellogg's Corn Flakes Original 1.2kg | Power of 5: Energy, Protein, Iron, IMMUNO NUTRIENTS, Vitamins B1, B2, B3 & C| Corn Flakes, Breakfast Cereal",895.79,4.5,grocery
Nutraj Diwali Trail Mix 5250g (525g x 10) | 21 Mini Packs In 7 Flavors (3 Qty Each)- Nutty Berry Mix+ Athletic Mix+ Power Mix+ Crispy Nut Mix+ Nutri Booster Mix+ R&S Almond Cashew Mix+ Seeds Berry Mix,107.6,0.0,grocery
"Chokhi Dhani Chilli Garlic Chutney, Spicy Garlics & Red Chillies Condiment for Dipping Chutneys, Lal mirchi lahsun ki chatni (Pack of 1, 280g)",1332.42,3.8,grocery
Bawatra Whole Grain Gluten Free Quinoa(2kg),264.62,3.6,grocery
"Royal Bee Brothers | Tribal Forest Honey | Produce of Wild Honey Bee | Harvested from the Forest of Odisha | 100% Pure, Natural, Raw and Unprocessed Forest Honey | (Non-Gift Pack)",1422.93,4.3,grocery
"Dabur Cold Pressed Mustard Oil -3L | Healthy Cooking Oil | Goodness of Omega 3 & 6 | Perfect blend of Health, Taste & Aroma",877.47,4.4,grocery
Society Leaf Tea | 1kg Pouch | Pack of 1| Special blend from Finest tea gardens of Assam | Robust Flavour | Strong blend | Refreshing | All Natural Ingredients | No preservatives,935.0,4.5,grocery
"Cadbury Bournvita Chocolate Nutrition Drink, 2 kg",313.04,4.4,grocery
Aashirvaad Svasti Pure Cow Ghee - Desi Ghee with Rich Aroma - 1L,1651.22,4.3,grocery
"Gerber Snacks Strawberry Puffs Kids, Yummy And Nutritious, Made Multigrain Oats, Wheat & Rice, Not Fried, No Added Colors Or Preservatives, Travel & Ready To Eat Snack Children, 150G(6X25G)",136.21,3.8,grocery
"Catch Jeera(Cumin) Powder, 100 GM",1098.24,4.4,grocery
Saffola Masala Oats | Tasty Evening Snack| Healthy Snack| Classic Masala| 500g,388.76,4.4,grocery
"India Gate Basmati Rice Dubar, 1kg",185.94,4.3,grocery
Nature's Nectar Raw Organic Honey 400g | 100% Pure NMR Tested | Raw and Unprocessed,355.28,4.3,grocery
"Glucon-D Tangy Orange Glucose Powder (1kg, Refill)| Tasty Orange Flavoured Glucose Drink| Provides Instant Energy| Vitamin C Boosts Immunity, Calcium for Intense Bone",291.92,4.4,grocery
"Cadbury Chocobakes ChocLayered Cakes, 114 g",1632.76,4.3,grocery
Amazon Brand - Vedaka Cashews - Broken | 200g | Gluten Free & Plant Based Protein | Premium Kaju Nuts,343.5,4.0,grocery
Lagom Gourmet Chilean Walnut Kernels 400g | All Natural | No Preservatives | No Additives | Gluten Free | Vegan | Plant Based | Non GMO | Walnuts Dry Fruit | Walnuts Without Shell | Akhrot Giri,1255.19,4.1,grocery
Sarasu's Grocery Fenugreek Seeds | Nature's Nutrient | Packed Spice | 250 Gram,1151.37,0.0,grocery
"Farmley Prasadam Makhana, Foxnuts I 200g I Natural & Crunchy (Pack of 1) | Lotus Puffs | Rich in Calcium | Maintains Weight | Fit for Fasting",500.35,4.1,grocery
"Tata Sampann Urad Whole, 500g",1843.17,4.4,grocery
Natureland Organics Panchrangi Dal/Mix Dal 1 Kg - Organic Healthy Pulses,101.52,4.3,grocery
"PIPO Mix'in Instant Popcorn with Taste Bomb, Cheese Burst Pouch, 60 g",940.38,4.0,grocery
Nutraj Inshell California Walnuts (Akhrot) 1 Kg Pouch | Nuts & Dry Fruits | Fresh Walnuts | Reduced in Cholesterol | Support Healthy Aging,1164.61,3.7,grocery
True Elements 7 in 1 Seeds Mix 250g - Edible Seeds | Healthy Seeds | Healthy Snacks | 100% Natural and Roasted Seeds,1070.4,4.3,grocery
Amazon Brand - Vedaka Premium Unpolished Mixed Dal | Naturally Rich Source of Protein | 1 kg,1788.88,4.3,grocery
"Sano Pure Honey 500g (Pack of 1) | 100% Pure, Natural, and Unadulterated | Naturally Rich in Antioxidants | No Sugar Adulteration",716.58,3.8,grocery
Happilo 100% Natural Premium California Almonds 1kg Value Pack Pouch | Premium Badam Giri | High in Fiber & Boost Immunity | Real Nuts | Whole Natural Badam,745.59,4.1,grocery
"Surf Excel Matic Front Load Liquid Detergent 2 L Refill Pouch, For Removing Tough Stains, Surf Excel Liquid Detergent - Front Load Washing Machines",1642.52,4.5,grocery
"Coco Mama Organic Coconut Milk Dairy-Free,250 Ml|Pack Of 4|Rich & Creamy Texture|Enriched With Nutrients|Contains 18% Fat|No Added Artificial Sweeteners|Lactose-Free|Used For Cooking & Baking Purposes",300.27,4.4,grocery
"Amazon Brand - Presto! Garbage Bags Large 90 Count|24 x 32 Inches Black , For Dry & Wet waste|15 bags/roll (Pack of 6)",1724.25,4.3,grocery
Amazon Brand - Vedaka Premium Unpolished Chitra Rajma | 1 kg,1354.91,4.3,grocery
"Bagrry's Crunchy Muesli With 30% Fruit & Nut Cranberries 750g| 9 Fruits, Nuts & Berries Muesli| Real & Freeze-Dried Fruits, No Candy| 34% Fibre Rich Oats, No Cornflakes| Protein Rich Breakfast Cereal| Almonds, Raisins, Dates, Apples, Mango, Papaya, Banana, Strawberry, Cranberries Muesli| No Added Preservatives",1174.16,4.2,grocery
Amazon Brand - Vedaka Premium Roasted and Salted Cashews (Grade W320) | Premium Kaju nuts | 200g,1423.15,3.9,grocery
Wagh BakriÃ‚Â® Premium Spiced Tea | With 7 Refreshing Spices |250 g,1200.91,4.3,grocery
"Lay's Potato Chips 48 Gram, American Style Cream & Onion Flavour, Crunchy Chips & Snacks (Weight May Vary)",358.72,4.4,grocery
"Cadbury Chocobakes ChocFilled Cookies, 300 gram, Chocolate Flavour",1622.99,4.3,grocery
Himalayan Black Pea. 250 grams. Versatile and nutritious ingredient that elevates your culinary creations with its unique taste and texture,1578.6,5.0,grocery
