product_name,date,quantity_sold,revenue,customer_id,month,year,category,price_band
Happilo Premium American Dried Whole Blueberry Cranberry Duet 200 g Pack | Dried Cranberries & Blueberries Mix | 100% Organic Natural Real Dried Berries | Low Calorie Snack,2023-11-23,18.0,34005.96,CUST_7533,11,2023,grocery,Premium
"Wagh Bakri Premium Leaf Tea Pack, 1kg",2023-12-05,19.0,18004.59,CUST_4567,12,2023,grocery,High
DeHaat Honest Farms Pesticide Free Unpolished Kala Chana 1 KG,2024-09-09,17.0,28158.97,CUST_6519,9,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Unpolished Kala Chana 1 KG,2024-07-11,16.0,26502.56,CUST_1079,7,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Unpolished Kala Chana 1 KG,2024-08-06,9.0,14907.69,CUST_9405,8,2024,grocery,High
"Bhava Earth Protein Hit, Plant-Based Protein | Almonds, Sprouted Green Gram, Dry Dates, Walnuts | All Natural | No Added Sugar | Millet and Multi Grains 300G",2024-04-19,2.0,1744.1,CUST_8564,4,2024,grocery,Low
"Bhava Earth Protein Hit, Plant-Based Protein | Almonds, Sprouted Green Gram, Dry Dates, Walnuts | All Natural | No Added Sugar | Millet and Multi Grains 300G",2023-10-11,17.0,14824.85,CUST_3264,10,2023,grocery,High
"Bhava Earth Protein Hit, Plant-Based Protein | Almonds, Sprouted Green Gram, Dry Dates, Walnuts | All Natural | No Added Sugar | Millet and Multi Grains 300G",2024-02-12,6.0,5232.3,CUST_7551,2,2024,grocery,Mid
"Bhava Earth Protein Hit, Plant-Based Protein | Almonds, Sprouted Green Gram, Dry Dates, Walnuts | All Natural | No Added Sugar | Millet and Multi Grains 300G",2023-11-24,16.0,13952.8,CUST_7284,11,2023,grocery,High
"Bhava Earth Protein Hit, Plant-Based Protein | Almonds, Sprouted Green Gram, Dry Dates, Walnuts | All Natural | No Added Sugar | Millet and Multi Grains 300G",2024-09-09,19.0,16568.95,CUST_6755,9,2024,grocery,High
DeHaat Honest Farms Pesticide Free Unpolished Rajma (Kashmiri) 500 GM,2023-12-20,10.0,8259.7,CUST_1766,12,2023,grocery,Mid
DeHaat Honest Farms Pesticide Free Unpolished Kabuli Chana 500 GM,2024-04-15,6.0,11963.28,CUST_8188,4,2024,grocery,High
DeHaat Honest Farms Pesticide Free Unpolished Kabuli Chana 500 GM,2024-09-14,9.0,17944.92,CUST_5262,9,2024,grocery,High
DeHaat Honest Farms Pesticide Free Unpolished Kabuli Chana 500 GM,2023-10-24,1.0,1993.88,CUST_1362,10,2023,grocery,Low
DeHaat Honest Farms Pesticide Free Unpolished Kabuli Chana 500 GM,2024-06-22,8.0,15951.04,CUST_5862,6,2024,grocery,High
Tata Tea Premium | Desh Ki Chai | Unique Blend Crafted For Chai Lovers Across India | Black Tea | 1.5kg Powder,2024-03-03,11.0,5402.21,CUST_5812,3,2024,grocery,Mid
Tata Tea Premium | Desh Ki Chai | Unique Blend Crafted For Chai Lovers Across India | Black Tea | 1.5kg Powder,2024-06-22,11.0,5402.21,CUST_3697,6,2024,grocery,Mid
Nutraj Australian Almonds (Badam Giri) 500g Pouch - Whole | Dry Fruits and Nuts | Grocery | Unpolished & No Chemical Added,2024-02-29,8.0,1152.0,CUST_7007,2,2024,grocery,Low
Nutraj Australian Almonds (Badam Giri) 500g Pouch - Whole | Dry Fruits and Nuts | Grocery | Unpolished & No Chemical Added,2024-01-16,3.0,432.0,CUST_7305,1,2024,grocery,Low
Nutraj Australian Almonds (Badam Giri) 500g Pouch - Whole | Dry Fruits and Nuts | Grocery | Unpolished & No Chemical Added,2024-02-19,16.0,2304.0,CUST_9721,2,2024,grocery,Low
Happilo 100% Natural Premium California Dried Almonds 500g Pack Pouch | Premium Badam Giri | High in Fiber & Boost Immunity | Real Nuts | Gluten Free,2024-05-14,3.0,5506.29,CUST_7192,5,2024,grocery,Mid
"Fortune Rice Bran Health Oil, Cooking Oil for Healthier Heart, 1L Pouch",2024-09-02,13.0,7903.48,CUST_1448,9,2024,grocery,Mid
"Fortune Rice Bran Health Oil, Cooking Oil for Healthier Heart, 1L Pouch",2024-09-29,9.0,5471.64,CUST_4002,9,2024,grocery,Mid
Amazon Brand - Vedaka Popular Unpolished Toor Dal | Naturally Rich Source of Protein | Naturally Cholesterol free | 1 kg,2024-03-05,13.0,3619.72,CUST_1774,3,2024,grocery,Low
"MAGGI 2-Minute Vegetarian Special Masala, Instant Noodles, Pack Of 12, 840 Gram",2023-11-23,19.0,21161.82,CUST_2233,11,2023,grocery,Premium
"MAGGI 2-Minute Vegetarian Special Masala, Instant Noodles, Pack Of 12, 840 Gram",2024-08-23,11.0,12251.58,CUST_9113,8,2024,grocery,High
"MAGGI 2-Minute Vegetarian Special Masala, Instant Noodles, Pack Of 12, 840 Gram",2024-04-15,3.0,3341.34,CUST_5692,4,2024,grocery,Low
"MAGGI 2-Minute Vegetarian Special Masala, Instant Noodles, Pack Of 12, 840 Gram",2024-06-09,14.0,15592.92,CUST_7063,6,2024,grocery,High
"MAGGI 2-Minute Vegetarian Special Masala, Instant Noodles, Pack Of 12, 840 Gram",2024-08-21,10.0,11137.8,CUST_4772,8,2024,grocery,High
"Fortune Chana Besan, 100% Chana Dal 100% Taste, 500 g",2024-02-15,19.0,7868.09,CUST_5281,2,2024,grocery,Mid
"Amazon Brand - Vedaka Black Pepper Whole, 100g (Kali Mirch)",2024-06-24,7.0,11123.56,CUST_6944,6,2024,grocery,High
"Amazon Brand - Vedaka Black Pepper Whole, 100g (Kali Mirch)",2024-02-28,19.0,30192.52,CUST_5381,2,2024,grocery,Premium
Amazon Brand - Vedaka 100% Natural California Almonds | 200g | Premium Badam | High in Fiber | Hygienically Packed | Grade - Independence,2024-08-16,8.0,15054.88,CUST_5020,8,2024,grocery,High
Amazon Brand - Vedaka 100% Natural California Almonds | 200g | Premium Badam | High in Fiber | Hygienically Packed | Grade - Independence,2024-08-22,9.0,16936.74,CUST_5729,8,2024,grocery,High
Amazon Brand - Vedaka 100% Natural California Almonds | 200g | Premium Badam | High in Fiber | Hygienically Packed | Grade - Independence,2024-05-18,15.0,28227.9,CUST_2596,5,2024,grocery,Premium
Amazon Brand - Vedaka 100% Natural California Almonds | 200g | Premium Badam | High in Fiber | Hygienically Packed | Grade - Independence,2024-07-09,11.0,20700.46,CUST_3124,7,2024,grocery,Premium
"Tresemme Keratin Smooth, Shampoo, 1L, for Straighter, Shinier Hair, with Keratin & Argan Oil, Nourishes Dry Hair, Controls Frizz , for Men & Women",2024-04-24,11.0,7558.21,CUST_5709,4,2024,grocery,Mid
"Tresemme Keratin Smooth, Shampoo, 1L, for Straighter, Shinier Hair, with Keratin & Argan Oil, Nourishes Dry Hair, Controls Frizz , for Men & Women",2023-12-09,2.0,1374.22,CUST_2050,12,2023,grocery,Low
"Kellogg's Oats, Rolled Oats, High in Protein and Fibre, Low in Sodium, 900gram/990gram Pack",2024-09-04,12.0,1368.36,CUST_6405,9,2024,grocery,Low
"Kellogg's Oats, Rolled Oats, High in Protein and Fibre, Low in Sodium, 900gram/990gram Pack",2024-01-15,2.0,228.06,CUST_2733,1,2024,grocery,Low
Nutraj California Almonds kernels (Badam Giri) 1kg Pouch - Raw | Dry Fruits and Nuts | Grocery | Unpolished & No Chemical Added | Crunchy,2024-08-12,10.0,6195.1,CUST_8546,8,2024,grocery,Mid
Nutraj California Almonds kernels (Badam Giri) 1kg Pouch - Raw | Dry Fruits and Nuts | Grocery | Unpolished & No Chemical Added | Crunchy,2023-12-16,15.0,9292.65,CUST_4640,12,2023,grocery,Mid
Grocery Farm Roasted Pumpkin Seeds 200gm | Kaddu Ke Beenj | Rich in Fiber & Nutrients | Support Heart Health & Immunity | Tasty and Nutritious Snacking,2024-02-23,7.0,1655.64,CUST_1724,2,2024,grocery,Low
Grocery Farm Roasted Pumpkin Seeds 200gm | Kaddu Ke Beenj | Rich in Fiber & Nutrients | Support Heart Health & Immunity | Tasty and Nutritious Snacking,2023-11-08,20.0,4730.4,CUST_2555,11,2023,grocery,Low
Grocery Farm Roasted Pumpkin Seeds 200gm | Kaddu Ke Beenj | Rich in Fiber & Nutrients | Support Heart Health & Immunity | Tasty and Nutritious Snacking,2024-02-10,3.0,709.56,CUST_4235,2,2024,grocery,Low
Grocery Farm Roasted Pumpkin Seeds 200gm | Kaddu Ke Beenj | Rich in Fiber & Nutrients | Support Heart Health & Immunity | Tasty and Nutritious Snacking,2024-04-16,14.0,3311.28,CUST_2115,4,2024,grocery,Low
Grocery Farm Roasted Pumpkin Seeds 200gm | Kaddu Ke Beenj | Rich in Fiber & Nutrients | Support Heart Health & Immunity | Tasty and Nutritious Snacking,2024-04-26,2.0,473.04,CUST_1023,4,2024,grocery,Low
Dettol Liquid Handwash Refill - Original Hand Wash- 1500ml | Germ Defence Formula | 10x Better Germ Protection,2024-05-01,11.0,3769.81,CUST_5432,5,2024,grocery,Low
Amazon Brand - Vedaka Raw Flaxseeds - 500g | Rich in Antioxidants | Hygienically Packed,2024-06-10,10.0,9954.9,CUST_4049,6,2024,grocery,Mid
Amazon Brand - Vedaka Raw Flaxseeds - 500g | Rich in Antioxidants | Hygienically Packed,2024-05-11,15.0,14932.35,CUST_4920,5,2024,grocery,High
Happilo Premium California Roasted & Salted Pistachios 200 g | Pista Dry Fruit | Tasty & Healthy | High in Protein & Dietary Fiber | Gluten Free & Low Calorie Nuts,2024-06-13,17.0,32511.31,CUST_7387,6,2024,grocery,Premium
Happilo Premium California Roasted & Salted Pistachios 200 g | Pista Dry Fruit | Tasty & Healthy | High in Protein & Dietary Fiber | Gluten Free & Low Calorie Nuts,2023-10-19,19.0,36336.17,CUST_1239,10,2023,grocery,Premium
Happilo Premium California Roasted & Salted Pistachios 200 g | Pista Dry Fruit | Tasty & Healthy | High in Protein & Dietary Fiber | Gluten Free & Low Calorie Nuts,2024-02-13,16.0,30598.88,CUST_9412,2,2024,grocery,Premium
Happilo Premium California Roasted & Salted Pistachios 200 g | Pista Dry Fruit | Tasty & Healthy | High in Protein & Dietary Fiber | Gluten Free & Low Calorie Nuts,2023-11-24,3.0,5737.29,CUST_4786,11,2023,grocery,Mid
"Amazon Brand - Vedaka Cardamom (Elaichi) Whole, 50 g, Small",2024-07-17,8.0,6239.76,CUST_1971,7,2024,grocery,Mid
"Amazon Brand - Vedaka Cardamom (Elaichi) Whole, 50 g, Small",2024-09-01,20.0,15599.4,CUST_3935,9,2024,grocery,High
"Amazon Brand - Vedaka Cardamom (Elaichi) Whole, 50 g, Small",2024-02-10,19.0,14819.43,CUST_6674,2,2024,grocery,High
"Amazon Brand - Vedaka Cardamom (Elaichi) Whole, 50 g, Small",2024-04-17,13.0,10139.61,CUST_8728,4,2024,grocery,High
"Tata Sampann Kali Masoor, 1kg",2024-08-03,19.0,7261.23,CUST_9539,8,2024,grocery,Mid
"Tata Sampann Kali Masoor, 1kg",2024-01-24,5.0,1910.85,CUST_9970,1,2024,grocery,Low
Amazon Brand - Vedaka Popular Unpolished Yellow Moong Dal |Naturally Rich in Protein | Naturally Cholesterol free | 1 kg,2024-09-22,19.0,14253.23,CUST_8839,9,2024,grocery,High
Amazon Brand - Vedaka Popular Unpolished Yellow Moong Dal |Naturally Rich in Protein | Naturally Cholesterol free | 1 kg,2023-10-24,5.0,3750.85,CUST_1247,10,2023,grocery,Low
Amazon Brand - Vedaka Popular Unpolished Yellow Moong Dal |Naturally Rich in Protein | Naturally Cholesterol free | 1 kg,2023-11-05,17.0,12752.89,CUST_1545,11,2023,grocery,High
Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 1Kg with 300g Free,2023-12-02,17.0,29605.67,CUST_6401,12,2023,grocery,Premium
Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 1Kg with 300g Free,2024-03-24,9.0,15673.59,CUST_8822,3,2024,grocery,High
Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 1Kg with 300g Free,2024-05-26,10.0,17415.1,CUST_7234,5,2024,grocery,High
Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 1Kg with 300g Free,2024-07-02,20.0,34830.2,CUST_1768,7,2024,grocery,Premium
Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 1Kg with 300g Free,2024-02-11,10.0,17415.1,CUST_6203,2,2024,grocery,High
"Vedaka Compounded Hing, 100g",2023-12-13,7.0,9364.67,CUST_6930,12,2023,grocery,Mid
"Colgate Strong Teeth Toothpaste, 500g, IndiaÃ¢â‚¬â„¢s No: 1 Toothpaste Brand, Calcium-boost Tooth Paste for 2X Stronger Teeth, Whitens Teeth, Fresh Breath & Prevents Cavities (Combo Pack Offer)",2024-06-25,12.0,7238.04,CUST_8006,6,2024,grocery,Mid
"Colgate Strong Teeth Toothpaste, 500g, IndiaÃ¢â‚¬â„¢s No: 1 Toothpaste Brand, Calcium-boost Tooth Paste for 2X Stronger Teeth, Whitens Teeth, Fresh Breath & Prevents Cavities (Combo Pack Offer)",2024-08-02,10.0,6031.7,CUST_3319,8,2024,grocery,Mid
"Colgate Strong Teeth Toothpaste, 500g, IndiaÃ¢â‚¬â„¢s No: 1 Toothpaste Brand, Calcium-boost Tooth Paste for 2X Stronger Teeth, Whitens Teeth, Fresh Breath & Prevents Cavities (Combo Pack Offer)",2024-02-10,12.0,7238.04,CUST_6020,2,2024,grocery,Mid
"Colgate Strong Teeth Toothpaste, 500g, IndiaÃ¢â‚¬â„¢s No: 1 Toothpaste Brand, Calcium-boost Tooth Paste for 2X Stronger Teeth, Whitens Teeth, Fresh Breath & Prevents Cavities (Combo Pack Offer)",2024-07-28,18.0,10857.06,CUST_4110,7,2024,grocery,High
"Kissan Mixed Fruit Jam , With Real Fruit Ingredients, 200 g",2024-05-30,10.0,15336.8,CUST_8003,5,2024,grocery,High
"Kissan Mixed Fruit Jam , With Real Fruit Ingredients, 200 g",2024-08-26,20.0,30673.6,CUST_8398,8,2024,grocery,Premium
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,2024-09-08,7.0,13444.76,CUST_2455,9,2024,grocery,High
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,2023-12-24,18.0,34572.24,CUST_8992,12,2023,grocery,Premium
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,2024-07-27,11.0,21127.48,CUST_9206,7,2024,grocery,Premium
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,2024-02-16,18.0,34572.24,CUST_7818,2,2024,grocery,Premium
Dabur Honey - 1kg | 100% Pure | World's No.1 Honey Brand with No Sugar Adulteration,2024-03-13,18.0,34572.24,CUST_6309,3,2024,grocery,Premium
"Tata Sampann Garam Masala Powder with Natural Oils, 100g, Crafted by Chef Sanjeev Kapoor, With ChefÃ¢â‚¬â„¢s Exclusive Tip, Rich Aroma & Flavour",2024-06-09,14.0,8446.9,CUST_4729,6,2024,grocery,Mid
"Tata Sampann Garam Masala Powder with Natural Oils, 100g, Crafted by Chef Sanjeev Kapoor, With ChefÃ¢â‚¬â„¢s Exclusive Tip, Rich Aroma & Flavour",2024-05-25,4.0,2413.4,CUST_9648,5,2024,grocery,Low
"Tata Sampann Unpolished Rajma, 500g",2024-05-29,2.0,3994.34,CUST_3321,5,2024,grocery,Low
"Tata Sampann Unpolished Rajma, 500g",2024-03-23,16.0,31954.72,CUST_9237,3,2024,grocery,Premium
"Del Monte Tomato Ketchup Classic Blend Spout Pack, 500g",2024-02-26,13.0,20300.67,CUST_8053,2,2024,grocery,Premium
"Del Monte Tomato Ketchup Classic Blend Spout Pack, 500g",2023-11-14,10.0,15615.9,CUST_1743,11,2023,grocery,High
"Oreo Cadbury Vanilla Flavour Cr?Me Sandwich Biscuit, 288.75 Gram (Pack Of 2)",2024-03-22,7.0,2477.65,CUST_8177,3,2024,grocery,Low
"Oreo Cadbury Vanilla Flavour Cr?Me Sandwich Biscuit, 288.75 Gram (Pack Of 2)",2024-05-03,1.0,353.95,CUST_3160,5,2024,grocery,Low
"Oreo Cadbury Vanilla Flavour Cr?Me Sandwich Biscuit, 288.75 Gram (Pack Of 2)",2024-07-10,16.0,5663.2,CUST_4507,7,2024,grocery,Mid
"Aashirvaad Svasti Organic Cow Ghee, 500 ml| Sourced from healthy cows| Comes with authenticity proof| Slowly cooked for 3.5 hrs| Rich, nostalgic aroma",2024-07-20,7.0,8066.87,CUST_4787,7,2024,grocery,Mid
"Catch Turmeric Powder, 500g, Natural",2023-12-17,10.0,18542.0,CUST_2291,12,2023,grocery,High
"Catch Turmeric Powder, 500g, Natural",2023-11-27,13.0,24104.6,CUST_2349,11,2023,grocery,Premium
"Catch Turmeric Powder, 500g, Natural",2024-02-03,12.0,22250.4,CUST_7191,2,2024,grocery,Premium
"Tata Sampann Coriander Powder With Natural Oils, 200g, Dhania Powder",2023-11-07,15.0,28225.35,CUST_3175,11,2023,grocery,Premium
"Tata Sampann Coriander Powder With Natural Oils, 200g, Dhania Powder",2024-06-06,11.0,20698.59,CUST_6070,6,2024,grocery,Premium
"Tata Sampann Coriander Powder With Natural Oils, 200g, Dhania Powder",2024-02-25,6.0,11290.14,CUST_7784,2,2024,grocery,High
"Tata Sampann Coriander Powder With Natural Oils, 200g, Dhania Powder",2024-02-16,10.0,18816.9,CUST_3140,2,2024,grocery,High
"Tata Sampann Coriander Powder With Natural Oils, 200g, Dhania Powder",2024-01-16,8.0,15053.52,CUST_2309,1,2024,grocery,High
Amazon Brand - Vedaka Premium Unpolished Toor Dal | Naturally Rich Source of Protein | Naturally Cholesterol free | 1 kg,2023-11-26,3.0,2199.12,CUST_1064,11,2023,grocery,Low
Amazon Brand - Vedaka Premium Unpolished Toor Dal | Naturally Rich Source of Protein | Naturally Cholesterol free | 1 kg,2024-03-25,1.0,733.04,CUST_3409,3,2024,grocery,Low
Amazon Brand - Vedaka Premium Unpolished Toor Dal | Naturally Rich Source of Protein | Naturally Cholesterol free | 1 kg,2024-07-30,7.0,5131.28,CUST_3515,7,2024,grocery,Mid
"Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG",2024-06-11,13.0,23716.16,CUST_4031,6,2024,grocery,Premium
"Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG",2024-02-12,6.0,10945.92,CUST_8318,2,2024,grocery,High
"Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG",2024-01-10,15.0,27364.8,CUST_4569,1,2024,grocery,Premium
"Zandu Pure Honey || 100% Pure || No Added Sugar & Adulteration, 1KG",2024-06-06,18.0,32837.76,CUST_6770,6,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,2023-10-28,3.0,4107.3,CUST_2264,10,2023,grocery,Low
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,2023-10-25,7.0,9583.7,CUST_3997,10,2023,grocery,Mid
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,2024-06-27,5.0,6845.5,CUST_7172,6,2024,grocery,Mid
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,2024-03-21,5.0,6845.5,CUST_8708,3,2024,grocery,Mid
DeHaat Honest Farms Pesticide Free Raw Peanuts 1000 gram,2024-04-21,20.0,27382.0,CUST_5454,4,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Unpolished Green Moong 1 KG,2024-08-03,19.0,27441.89,CUST_2525,8,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Unpolished Green Moong 1 KG,2024-03-14,20.0,28886.2,CUST_8875,3,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Unpolished Green Moong 1 KG,2024-02-15,17.0,24553.27,CUST_2372,2,2024,grocery,Premium
DeHaat Honest Farms Pesticide Free Unpolished Green Moong 1 KG,2023-11-03,18.0,25997.58,CUST_2764,11,2023,grocery,Premium
"Amazon Brand - Presto! Disinfectant Toilet Cleaner, Original- 4 Ltr (1Ltr X 4)|Kills 99.9% Germs |Removes Toughest Stains | Provides Long Lasting freshness",2024-02-09,11.0,18531.15,CUST_1275,2,2024,grocery,High
Pushp Brand Asafoetida Hing Jar 20g (Pack of 10) - Strongest Compounded Pure Hing Powder,2024-04-28,11.0,11349.8,CUST_7229,4,2024,grocery,High
Pushp Brand Fine Red Chili Powder Patna Quality (200g) (Pack of 1),2024-02-04,16.0,26276.64,CUST_4669,2,2024,grocery,Premium
Pushp Brand Fine Red Chili Powder Patna Quality (200g) (Pack of 1),2023-12-06,5.0,8211.45,CUST_8889,12,2023,grocery,Mid
Pushp Brand Fine Red Chili Powder Patna Quality (200g) (Pack of 1),2024-09-12,20.0,32845.8,CUST_1707,9,2024,grocery,Premium
Pushp Brand Fine Red Chili Powder Patna Quality (200g) (Pack of 1),2024-03-13,12.0,19707.48,CUST_3294,3,2024,grocery,High
Pushp Brand Fine Red Chili Powder Patna Quality (200g) (Pack of 1),2023-12-05,17.0,27918.93,CUST_8620,12,2023,grocery,Premium
Pushp Brand Kashmiri Red Chilli Powder (200gm) (Pack of 1),2024-06-08,12.0,3871.32,CUST_8495,6,2024,grocery,Low
Pushp Brand Kashmiri Red Chilli Powder (200gm) (Pack of 1),2023-10-23,14.0,4516.54,CUST_6638,10,2023,grocery,Low
Pushp Brand Kashmiri Red Chilli Powder (200gm) (Pack of 1),2024-01-18,1.0,322.61,CUST_5125,1,2024,grocery,Low
Pushp Brand Kashmiri Red Chilli Powder (200gm) (Pack of 1),2024-07-03,4.0,1290.44,CUST_1215,7,2024,grocery,Low
Pushp Brand Kashmiri Red Chilli Powder (200gm) (Pack of 1),2024-07-31,14.0,4516.54,CUST_8585,7,2024,grocery,Low
"Daawat Biryani Basmati Rice, 5 Kg| World s Longest Rice Grain expands 24mm* | Tasty, Non-sticky & Rich Aroma |Naturally Aged",2024-09-07,13.0,22341.54,CUST_7756,9,2024,grocery,Premium
"Daawat Biryani Basmati Rice, 5 Kg| World s Longest Rice Grain expands 24mm* | Tasty, Non-sticky & Rich Aroma |Naturally Aged",2023-11-12,16.0,27497.28,CUST_6363,11,2023,grocery,Premium
"Daawat Biryani Basmati Rice, 5 Kg| World s Longest Rice Grain expands 24mm* | Tasty, Non-sticky & Rich Aroma |Naturally Aged",2024-02-10,15.0,25778.7,CUST_3016,2,2024,grocery,Premium
Nutraj UAE Arabian Dates (Khajur) 1kg (500g x 2) Pouch Dried | Dry fruits grocery | Whole Dates,2023-12-01,5.0,8448.0,CUST_3384,12,2023,grocery,Mid
NRIP Anjeer Afghani (Dried Figs) 200 Gm,2024-09-14,13.0,17178.85,CUST_6683,9,2024,grocery,High
NRIP Anjeer Afghani (Dried Figs) 200 Gm,2024-04-13,7.0,9250.15,CUST_7408,4,2024,grocery,Mid
NRIP Anjeer Afghani (Dried Figs) 200 Gm,2024-01-22,1.0,1321.45,CUST_9263,1,2024,grocery,Low
"Del Monte Tomato Ketchup - Classic Blend, 900g",2023-10-03,15.0,28793.85,CUST_5864,10,2023,grocery,Premium
"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",2023-10-02,10.0,13309.5,CUST_4623,10,2023,grocery,High
"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",2024-07-12,14.0,18633.3,CUST_1516,7,2024,grocery,High
"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",2023-11-15,11.0,14640.45,CUST_4146,11,2023,grocery,High
"MAGGI 2-Minute Instant Noodles, Masala Noodles With Goodness Of Iron, Made With Choicest Quality Spices, Favourite Masala Taste, 70G ( Pack Of 12 ), 840 Gram",2024-01-26,15.0,19964.25,CUST_8098,1,2024,grocery,High
"Surf Excel Matic Front Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack",2023-11-21,4.0,5089.12,CUST_8460,11,2023,grocery,Mid
"Surf Excel Matic Front Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack",2024-01-24,4.0,5089.12,CUST_1897,1,2024,grocery,Mid
"Surf Excel Matic Front Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack",2024-01-24,18.0,22901.04,CUST_6175,1,2024,grocery,Premium
"Surf Excel Matic Front Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack",2023-10-11,19.0,24173.32,CUST_2007,10,2023,grocery,Premium
Nature Prime 100% Natural Premium Mix Dry Fruits 500Gm with Almonds | Cashew | Kishmish | Apricot | Black Raisins | Dried Kiwi | Nuts and Dry Fruits 500Gm (Jar pack),2024-06-12,3.0,2848.86,CUST_4123,6,2024,grocery,Low
"Comfort Morning Fresh Fabric Conditioner 860 mL | After Wash Liquid Fabric Softener | Softness, Shine & Long Lasting Freshness",2024-05-26,2.0,2937.06,CUST_3947,5,2024,grocery,Low
"Comfort Morning Fresh Fabric Conditioner 860 mL | After Wash Liquid Fabric Softener | Softness, Shine & Long Lasting Freshness",2024-07-21,1.0,1468.53,CUST_3117,7,2024,grocery,Low
"Comfort Morning Fresh Fabric Conditioner 860 mL | After Wash Liquid Fabric Softener | Softness, Shine & Long Lasting Freshness",2024-06-24,4.0,5874.12,CUST_3709,6,2024,grocery,Mid
"Comfort Morning Fresh Fabric Conditioner 860 mL | After Wash Liquid Fabric Softener | Softness, Shine & Long Lasting Freshness",2023-11-13,12.0,17622.36,CUST_1187,11,2023,grocery,High
"Comfort Morning Fresh Fabric Conditioner 860 mL | After Wash Liquid Fabric Softener | Softness, Shine & Long Lasting Freshness",2024-05-08,8.0,11748.24,CUST_3678,5,2024,grocery,High
"Fortune Sunlite Refined Sunflower Oil, 1L",2023-12-10,15.0,3405.75,CUST_3150,12,2023,grocery,Low
"Fortune Sunlite Refined Sunflower Oil, 1L",2024-01-15,15.0,3405.75,CUST_7712,1,2024,grocery,Low
Amazon Brand - Vedaka Raw Peanuts | Pink | 1kg | Premium Moongfali,2023-11-20,6.0,3870.42,CUST_6760,11,2023,grocery,Low
Amazon Brand - Vedaka Raw Peanuts | Pink | 1kg | Premium Moongfali,2024-04-08,2.0,1290.14,CUST_2695,4,2024,grocery,Low
Amazon Brand - Vedaka Raw Peanuts | Pink | 1kg | Premium Moongfali,2024-07-12,14.0,9030.98,CUST_3033,7,2024,grocery,Mid
Nutrela SOYA Chunks 1 kg,2024-04-07,12.0,12906.12,CUST_7805,4,2024,grocery,High
Nutrela SOYA Chunks 1 kg,2024-07-29,2.0,2151.02,CUST_1938,7,2024,grocery,Low
"Surf Excel Matic Top Load Liquid Detergent 3.2 L Refill, Designed for Tough Stain Removal on Laundry in Washing Machines - Mega Pack (Package may differ)",2024-03-22,15.0,1876.95,CUST_5183,3,2024,grocery,Low
Tide Plus Double Power Detergent Washing Powder Jasmine & Rose 6kg + 2kg FREE,2024-09-17,19.0,16867.63,CUST_3452,9,2024,grocery,High
Tide Plus Double Power Detergent Washing Powder Jasmine & Rose 6kg + 2kg FREE,2024-02-18,1.0,887.77,CUST_3089,2,2024,grocery,Low
"Sunfeast Dark Fantasy Yumfills, 242g/253g, Rich Chocolate Pie Cake",2023-12-22,12.0,13249.08,CUST_3414,12,2023,grocery,High
